brand,processor,ram_gb,storage_gb,storage_type,gpu,screen_size_inch,refresh_rate_hz,battery_wh,weight_kg,has_touchscreen,os,price_idr
Toshiba,AMD Ryzen 3,8,128,NVMe SSD,NVIDIA RTX 4060,11.6,90,82.7,1.85,1,Windows 11,3800000
Razer,AMD Ryzen 9,8,1024,NVMe SSD,NVIDIA RTX 3070,17.3,90,98.7,2.25,1,Chrome OS,30400000
HP,AMD Ryzen 5,16,256,NVMe SSD,NVIDIA GTX 1650,14.0,60,87.5,1.62,1,Windows 10,6700000
MSI,AMD Ryzen 9,16,1024,HDD,NVIDIA RTX 3070,13.3,144,68.1,3.37,0,Windows 11,26400000
Toshiba,Intel Core i7,8,256,NVMe SSD,NVIDIA RTX 3060,15.6,60,91.8,1.67,1,Windows 10,6200000
MSI,Intel Core i3,8,256,SSD,NVIDIA RTX 3060,15.6,60,86.7,1.23,1,Linux,4600000
Samsung,Intel Core i7,8,256,SSD,NVIDIA RTX 3060,11.6,165,79.9,2.55,0,Windows 11,8000000
HP,AMD Ryzen 9,16,256,HDD,NVIDIA GTX 1650,13.3,60,97.1,1.44,0,Windows 11,7300000
Lenovo,AMD Ryzen 5,8,1024,NVMe SSD,NVIDIA RTX 4060,15.6,120,44.2,2.64,0,Windows 11,14800000
MSI,Intel Core i9,32,256,HDD,AMD Radeon RX 6600,16.0,60,49.7,1.89,0,Windows 10,18900000
Lenovo,Intel Core i5,32,1024,HDD,AMD Radeon RX 6600,15.6,60,30.1,1.81,0,Chrome OS,13400000
Dell,Intel Core i9,8,512,NVMe SSD,NVIDIA RTX 4060,16.0,120,67.6,3.26,0,Windows 11,18200000
Lenovo,AMD Ryzen 7,16,1024,NVMe SSD,NVIDIA RTX 3070,16.0,60,81.4,2.87,0,Linux,19500000
MSI,Intel Core i5,16,1024,HDD,NVIDIA GTX 1650,17.3,90,59.5,1.93,1,Chrome OS,9800000
Razer,AMD Ryzen 5,16,1024,HDD,AMD Radeon RX 6600,15.6,60,97.6,1.3,1,Chrome OS,12500000
Asus,AMD Ryzen 7,16,256,NVMe SSD,AMD Radeon RX 6600,14.0,60,40.4,3.12,0,Windows 10,9800000
Razer,Intel Core i7,8,512,NVMe SSD,NVIDIA GTX 1650,13.3,60,83.3,2.71,0,Windows 10,8800000
Samsung,Intel Core i7,8,128,SSD,NVIDIA RTX 3060,13.3,90,40.2,2.79,0,Windows 10,5200000
Samsung,Intel Core i3,16,1024,SSD,NVIDIA RTX 3070,16.0,144,37.0,1.29,1,Windows 11,14500000
Asus,AMD Ryzen 5,8,256,NVMe SSD,AMD Radeon RX 6600,17.3,165,92.8,3.07,0,Linux,5800000
Dell,AMD Ryzen 7,16,1024,NVMe SSD,NVIDIA RTX 3050,17.3,240,97.1,0.96,1,Windows 10,22100000
Samsung,AMD Ryzen 5,32,1024,SSD,AMD Radeon RX 6600,13.3,144,78.4,2.0,1,Chrome OS,20000000
Razer,AMD Ryzen 7,32,1024,SSD,NVIDIA RTX 3060,16.0,120,58.3,1.66,0,Windows 11,42600000
Toshiba,Intel Core i5,16,256,NVMe SSD,Integrated,16.0,165,69.9,2.59,0,Windows 11,4400000
MSI,Intel Core i9,16,128,SSD,NVIDIA RTX 4060,16.0,120,51.4,2.09,0,Chrome OS,12700000
Lenovo,AMD Ryzen 5,16,512,SSD,NVIDIA RTX 3070,11.6,60,77.2,3.31,0,Windows 11,10900000
MSI,Intel Core i7,8,2048,NVMe SSD,Integrated,16.0,90,51.8,2.23,1,Linux,13700000
Razer,Intel Core i7,8,256,NVMe SSD,NVIDIA GTX 1650,11.6,120,77.6,2.37,0,Windows 11,8300000
Asus,Intel Core i9,16,1024,SSD,NVIDIA RTX 4060,16.0,60,75.1,0.95,1,Windows 10,26300000
Acer,Intel Core i5,16,1024,HDD,NVIDIA RTX 3060,13.3,60,86.9,2.14,1,Windows 10,8800000
Razer,Intel Core i5,32,256,NVMe SSD,NVIDIA GTX 1650,17.3,60,74.4,2.89,0,Windows 11,14300000
Asus,Intel Core i9,16,1024,NVMe SSD,NVIDIA GTX 1650,17.3,120,68.8,3.34,1,Chrome OS,20300000
Asus,Intel Core i5,4,2048,HDD,AMD Radeon RX 6600,15.6,60,55.6,2.12,0,Chrome OS,5200000
HP,Intel Core i3,8,128,SSD,NVIDIA RTX 3070,11.6,120,44.4,1.09,1,Chrome OS,2800000
Acer,Intel Core i5,8,1024,NVMe SSD,NVIDIA RTX 3070,14.0,60,78.3,3.16,1,Linux,8400000
Razer,Intel Core i7,8,512,NVMe SSD,Integrated,17.3,60,44.2,1.91,0,Chrome OS,7800000
Razer,Intel Core i7,32,1024,HDD,NVIDIA GTX 1650,16.0,120,87.2,2.08,1,Windows 10,32800000
Lenovo,AMD Ryzen 7,8,2048,NVMe SSD,AMD Radeon RX 6600,14.0,60,31.9,1.07,1,Windows 10,16100000
Samsung,Intel Core i3,8,512,HDD,NVIDIA GTX 1650,14.0,90,71.7,1.55,0,Windows 10,3500000
HP,AMD Ryzen 9,32,512,SSD,NVIDIA RTX 3050,11.6,60,99.4,2.28,0,Linux,22200000
HP,AMD Ryzen 5,8,512,SSD,NVIDIA RTX 3070,11.6,144,32.4,1.95,1,Windows 10,7500000
Samsung,AMD Ryzen 7,16,512,SSD,NVIDIA RTX 3050,17.3,90,85.7,1.76,0,Windows 11,15400000
HP,Intel Core i9,16,256,SSD,AMD Radeon RX 6600,14.0,165,97.6,3.43,0,Windows 11,15000000
HP,AMD Ryzen 7,8,1024,NVMe SSD,NVIDIA RTX 3060,15.6,60,39.2,3.42,1,Linux,12900000
Asus,Intel Core i5,32,256,HDD,AMD Radeon RX 6600,11.6,120,48.8,1.04,1,Linux,8700000
Apple,Apple M1,8,256,NVMe SSD,Apple GPU,11.6,60,79.3,2.79,1,macOS,19100000
Acer,Intel Core i7,8,512,SSD,NVIDIA RTX 3060,17.3,240,52.1,2.16,1,Chrome OS,7400000
MSI,AMD Ryzen 7,8,512,NVMe SSD,AMD Radeon RX 6600,15.6,240,84.7,1.72,0,Linux,11800000
Dell,AMD Ryzen 9,8,1024,SSD,AMD Radeon RX 6600,13.3,60,55.1,1.95,1,Windows 11,16600000
HP,Intel Core i9,32,256,SSD,NVIDIA RTX 3050,11.6,165,93.6,1.42,1,Windows 11,17900000
Acer,Intel Core i7,16,512,NVMe SSD,NVIDIA GTX 1650,16.0,120,82.2,3.47,1,Windows 10,9500000
Apple,Apple M1,32,512,SSD,Apple GPU,13.3,60,61.8,1.96,0,macOS,47100000
Samsung,AMD Ryzen 5,8,512,SSD,NVIDIA RTX 3050,15.6,120,89.4,2.85,0,Windows 11,7400000
MSI,Intel Core i9,16,512,SSD,NVIDIA RTX 3060,13.3,165,77.2,3.42,0,Windows 10,26400000
Asus,AMD Ryzen 7,8,256,HDD,NVIDIA RTX 3070,14.0,60,45.4,1.37,0,Chrome OS,6100000
Toshiba,AMD Ryzen 7,32,256,HDD,NVIDIA RTX 3070,11.6,120,36.3,1.65,1,Windows 11,14200000
Toshiba,AMD Ryzen 5,16,256,NVMe SSD,NVIDIA GTX 1650,13.3,60,51.1,1.64,0,Windows 10,4400000
Razer,Intel Core i3,64,512,SSD,Integrated,13.3,60,36.0,3.36,0,Chrome OS,9400000
Dell,AMD Ryzen 3,16,512,NVMe SSD,Integrated,13.3,144,69.2,1.54,1,Chrome OS,4500000
Dell,Intel Core i5,32,256,NVMe SSD,NVIDIA RTX 4060,13.3,60,37.2,1.27,1,Linux,14900000
Dell,Intel Core i9,8,1024,NVMe SSD,NVIDIA RTX 4060,17.3,240,44.8,1.78,0,Windows 11,29100000
MSI,Intel Core i9,8,1024,NVMe SSD,AMD Radeon RX 6600,13.3,165,85.0,2.33,0,Linux,21300000
Apple,Apple M2,16,1024,NVMe SSD,Apple GPU,15.6,60,44.9,1.1,0,macOS,57500000
Lenovo,Intel Core i3,32,1024,NVMe SSD,NVIDIA GTX 1650,16.0,90,33.9,3.44,1,Linux,12700000
Acer,AMD Ryzen 9,16,512,HDD,NVIDIA RTX 4060,11.6,165,87.0,2.9,1,Chrome OS,13800000
Dell,Intel Core i7,64,128,NVMe SSD,NVIDIA GTX 1650,17.3,144,50.8,2.9,0,Windows 11,19000000
Razer,AMD Ryzen 3,16,256,HDD,Integrated,15.6,120,95.7,3.48,0,Linux,4100000
MSI,Intel Core i5,32,128,NVMe SSD,NVIDIA GTX 1650,15.6,60,85.9,1.23,0,Windows 10,8400000
MSI,AMD Ryzen 7,8,256,SSD,NVIDIA RTX 3050,17.3,240,87.2,1.22,0,Chrome OS,7100000
Dell,AMD Ryzen 3,16,256,SSD,AMD Radeon RX 6600,17.3,120,92.4,0.92,1,Chrome OS,6100000
Razer,Intel Core i3,16,2048,HDD,Integrated,11.6,240,82.8,1.47,0,Windows 10,10600000
Apple,Apple M1,32,256,NVMe SSD,Apple GPU,14.0,240,40.2,1.26,0,macOS,50100000
Acer,AMD Ryzen 7,8,256,HDD,Integrated,13.3,60,66.7,1.96,0,Linux,2800000
Apple,Apple M1,32,256,SSD,Apple GPU,15.6,120,33.1,1.74,0,macOS,40700000
MSI,AMD Ryzen 5,8,512,HDD,NVIDIA RTX 3050,13.3,60,48.5,1.63,0,Linux,6400000
Samsung,AMD Ryzen 3,4,256,HDD,NVIDIA RTX 4060,17.3,144,60.8,1.56,0,Windows 10,3400000
Dell,Intel Core i5,16,256,NVMe SSD,Integrated,13.3,120,38.6,1.56,1,Chrome OS,4700000
Samsung,Intel Core i7,32,256,NVMe SSD,Integrated,17.3,60,70.8,1.42,0,Windows 10,13300000
Razer,AMD Ryzen 3,16,1024,HDD,NVIDIA RTX 3060,17.3,120,33.3,1.54,0,Windows 10,11500000
Razer,AMD Ryzen 7,16,256,HDD,NVIDIA RTX 4060,14.0,144,73.4,1.64,1,Windows 10,17800000
Acer,Intel Core i5,16,1024,HDD,Integrated,16.0,165,35.5,2.01,0,Linux,6000000
Acer,Intel Core i7,16,1024,NVMe SSD,AMD Radeon RX 6600,15.6,165,83.8,2.78,1,Chrome OS,14400000
Acer,AMD Ryzen 3,16,1024,NVMe SSD,NVIDIA RTX 3060,15.6,120,83.2,2.59,0,Windows 10,9900000
Acer,AMD Ryzen 9,16,512,SSD,AMD Radeon RX 6600,17.3,60,76.2,2.4,0,Chrome OS,11700000
Dell,AMD Ryzen 3,16,256,HDD,NVIDIA RTX 3050,15.6,120,93.7,2.21,0,Linux,4900000
Lenovo,AMD Ryzen 3,8,1024,SSD,AMD Radeon RX 6600,13.3,240,37.3,2.39,0,Windows 11,7900000
Toshiba,Intel Core i5,8,512,HDD,NVIDIA RTX 4060,17.3,60,71.0,1.81,0,Windows 10,6200000
Toshiba,Intel Core i5,16,1024,SSD,Integrated,17.3,60,66.7,1.25,0,Chrome OS,5500000
Razer,AMD Ryzen 5,8,1024,SSD,Integrated,17.3,120,43.4,3.27,0,Linux,8700000
Asus,AMD Ryzen 7,16,512,HDD,NVIDIA RTX 4060,11.6,240,58.4,3.46,1,Linux,12800000
HP,Intel Core i9,8,256,NVMe SSD,NVIDIA RTX 3070,11.6,60,44.7,2.32,0,Linux,10100000
HP,Intel Core i9,8,1024,SSD,NVIDIA GTX 1650,14.0,144,45.0,1.39,0,Linux,12600000
Dell,Intel Core i3,64,512,HDD,Integrated,13.3,120,52.2,1.23,0,Windows 10,8200000
Lenovo,Intel Core i9,16,128,NVMe SSD,NVIDIA GTX 1650,13.3,144,47.5,3.02,0,Chrome OS,6500000
Acer,Intel Core i9,8,256,SSD,NVIDIA RTX 4060,17.3,60,35.0,2.11,0,Chrome OS,7900000
Dell,AMD Ryzen 7,16,256,SSD,AMD Radeon RX 6600,16.0,90,49.6,0.97,0,Chrome OS,8000000
Samsung,Intel Core i5,8,256,SSD,NVIDIA RTX 3070,17.3,144,78.1,2.38,0,Windows 10,6100000
MSI,Intel Core i7,8,256,NVMe SSD,NVIDIA RTX 3070,14.0,144,91.1,1.96,0,Linux,12100000
Razer,Intel Core i7,32,128,SSD,NVIDIA RTX 3050,15.6,90,36.5,2.75,0,Linux,11900000
Toshiba,AMD Ryzen 3,32,1024,NVMe SSD,NVIDIA RTX 3070,17.3,60,87.1,3.32,1,Chrome OS,14100000
Acer,AMD Ryzen 9,8,256,NVMe SSD,Integrated,17.3,144,55.6,2.09,1,Linux,5600000
Dell,Intel Core i7,16,256,HDD,NVIDIA RTX 3050,16.0,144,69.6,2.12,1,Linux,7700000
Apple,Apple M2,8,256,NVMe SSD,Apple GPU,14.0,240,94.8,0.96,0,macOS,27400000
MSI,Intel Core i7,32,512,HDD,NVIDIA RTX 3060,16.0,120,99.0,2.05,0,Linux,20500000
Razer,Intel Core i7,16,1024,SSD,NVIDIA GTX 1650,14.0,60,70.3,2.44,0,Linux,18200000
Dell,AMD Ryzen 5,16,256,HDD,NVIDIA RTX 4060,15.6,60,89.6,2.03,1,Chrome OS,8100000
Toshiba,Intel Core i7,64,256,SSD,AMD Radeon RX 6600,13.3,165,63.6,3.05,1,Windows 10,20000000
Lenovo,AMD Ryzen 9,8,1024,NVMe SSD,Integrated,13.3,165,88.1,2.8,0,Windows 11,11300000
HP,Intel Core i3,8,1024,HDD,NVIDIA GTX 1650,15.6,60,55.1,1.4,0,Chrome OS,3900000
Razer,Intel Core i3,4,256,NVMe SSD,NVIDIA RTX 3060,13.3,240,81.6,2.3,0,Chrome OS,3700000
Razer,Intel Core i7,8,256,NVMe SSD,NVIDIA RTX 4060,17.3,120,35.1,1.49,0,Linux,12100000
Lenovo,Intel Core i5,32,1024,HDD,NVIDIA RTX 3070,17.3,60,44.3,1.52,0,Linux,18600000
Lenovo,AMD Ryzen 9,8,128,SSD,NVIDIA RTX 3050,13.3,240,32.6,1.88,1,Linux,7000000
Asus,AMD Ryzen 9,8,256,NVMe SSD,NVIDIA RTX 4060,16.0,144,81.8,2.05,1,Chrome OS,10500000
Apple,Apple M1,8,512,NVMe SSD,Apple GPU,17.3,144,43.3,3.45,1,macOS,31300000
Lenovo,Intel Core i5,8,256,HDD,AMD Radeon RX 6600,17.3,60,36.4,1.04,1,Chrome OS,4100000
Lenovo,AMD Ryzen 3,64,1024,NVMe SSD,NVIDIA GTX 1650,15.6,144,96.1,1.35,0,Linux,19400000
Acer,AMD Ryzen 9,32,1024,SSD,AMD Radeon RX 6600,13.3,60,84.9,2.08,0,Windows 11,32300000
HP,AMD Ryzen 7,8,1024,HDD,AMD Radeon RX 6600,11.6,144,94.7,3.29,0,Chrome OS,7800000
Apple,Apple M2,8,256,SSD,Apple GPU,16.0,60,98.8,1.53,0,macOS,22100000
Asus,Intel Core i5,8,512,SSD,NVIDIA RTX 3060,11.6,144,35.5,2.67,0,Windows 10,6200000
Acer,AMD Ryzen 3,16,2048,HDD,Integrated,13.3,90,69.0,1.25,0,Linux,5100000
Toshiba,AMD Ryzen 3,4,512,HDD,NVIDIA RTX 3070,16.0,60,64.5,1.78,0,Linux,2500000
HP,Intel Core i5,32,256,SSD,Integrated,17.3,144,62.1,1.61,1,Linux,7400000
Samsung,AMD Ryzen 7,32,256,NVMe SSD,NVIDIA RTX 4060,17.3,90,42.0,3.14,0,Linux,26600000
Lenovo,AMD Ryzen 5,8,128,HDD,NVIDIA GTX 1650,14.0,165,87.1,3.11,0,Chrome OS,2500000
MSI,AMD Ryzen 5,16,512,SSD,NVIDIA GTX 1650,16.0,60,94.0,3.43,0,Linux,9000000
Lenovo,Intel Core i9,16,128,HDD,NVIDIA RTX 3050,11.6,60,37.4,1.52,0,Linux,6100000
MSI,AMD Ryzen 9,16,512,NVMe SSD,NVIDIA RTX 3050,13.3,144,96.4,2.56,1,Windows 10,22700000
Acer,AMD Ryzen 9,8,1024,NVMe SSD,NVIDIA RTX 4060,14.0,60,52.6,3.09,0,Windows 11,17800000
Dell,Intel Core i5,8,1024,HDD,NVIDIA GTX 1650,15.6,60,30.9,2.79,0,Chrome OS,3900000
Dell,Intel Core i7,16,1024,SSD,NVIDIA RTX 3060,16.0,144,98.8,1.06,0,Windows 11,19100000
Asus,Intel Core i5,8,1024,HDD,NVIDIA RTX 3070,17.3,60,49.5,2.13,1,Windows 11,10600000
MSI,AMD Ryzen 9,64,512,HDD,NVIDIA RTX 3050,15.6,120,48.0,1.96,0,Chrome OS,34200000
MSI,AMD Ryzen 9,32,512,SSD,NVIDIA RTX 3070,17.3,60,43.1,1.8,0,Windows 11,34900000
Dell,AMD Ryzen 5,8,256,SSD,NVIDIA RTX 3060,11.6,60,39.8,1.47,0,Linux,4000000
Apple,Apple M1,32,128,NVMe SSD,Apple GPU,17.3,144,42.7,2.44,0,macOS,34500000
Samsung,Intel Core i9,16,256,HDD,NVIDIA RTX 3050,14.0,60,51.2,3.14,0,Windows 10,13600000
Apple,Apple M2,16,512,SSD,Apple GPU,13.3,120,88.9,2.66,0,macOS,41200000
Samsung,Intel Core i7,8,512,NVMe SSD,NVIDIA RTX 3070,13.3,120,66.1,1.77,0,Chrome OS,11100000
Asus,AMD Ryzen 7,8,512,NVMe SSD,NVIDIA RTX 3060,17.3,60,65.9,1.54,1,Windows 10,10500000
Acer,AMD Ryzen 5,32,256,SSD,NVIDIA RTX 3050,16.0,60,64.5,2.57,0,Windows 10,8100000
Razer,AMD Ryzen 5,32,512,HDD,AMD Radeon RX 6600,15.6,60,66.2,2.16,0,Chrome OS,11700000
Asus,Intel Core i9,8,1024,NVMe SSD,NVIDIA RTX 3050,15.6,60,37.6,2.96,0,Windows 10,13800000
Toshiba,Intel Core i5,32,512,HDD,NVIDIA RTX 3060,13.3,165,77.8,1.7,0,Chrome OS,8900000
Dell,AMD Ryzen 9,8,512,NVMe SSD,AMD Radeon RX 6600,15.6,60,76.0,1.4,0,Windows 10,12700000
Apple,Apple M2,16,2048,NVMe SSD,Apple GPU,13.3,120,70.9,1.86,0,macOS,71700000
Toshiba,Intel Core i7,8,512,NVMe SSD,NVIDIA RTX 4060,16.0,60,73.7,3.47,0,Windows 10,9100000
Lenovo,AMD Ryzen 9,64,256,NVMe SSD,NVIDIA RTX 3070,13.3,120,47.6,3.28,1,Linux,41300000
Lenovo,AMD Ryzen 3,16,256,HDD,NVIDIA RTX 3070,17.3,60,86.0,2.26,0,Windows 10,5900000
Lenovo,Intel Core i3,32,256,HDD,NVIDIA RTX 3070,14.0,60,60.4,2.09,0,Windows 11,8900000
Dell,AMD Ryzen 5,16,1024,HDD,NVIDIA RTX 4060,16.0,90,69.9,3.2,0,Chrome OS,11000000
Acer,Intel Core i7,16,1024,HDD,NVIDIA RTX 3050,13.3,90,34.6,3.13,1,Linux,12000000
Razer,Intel Core i5,32,2048,NVMe SSD,Integrated,14.0,90,96.9,3.19,0,Linux,23900000
Asus,AMD Ryzen 5,8,1024,HDD,NVIDIA GTX 1650,14.0,60,61.8,2.76,0,Windows 11,4800000
Razer,AMD Ryzen 7,16,2048,SSD,AMD Radeon RX 6600,17.3,60,73.2,2.93,0,Chrome OS,27900000
Asus,AMD Ryzen 5,64,256,SSD,NVIDIA RTX 3070,17.3,60,38.9,1.06,1,Windows 11,21100000
Lenovo,Intel Core i7,4,256,HDD,NVIDIA RTX 3060,17.3,90,87.7,1.45,0,Chrome OS,3400000
MSI,AMD Ryzen 9,16,512,HDD,NVIDIA RTX 3070,15.6,144,79.1,2.03,0,Windows 11,23200000
Samsung,Intel Core i3,16,1024,NVMe SSD,NVIDIA RTX 3060,17.3,120,92.4,1.72,0,Chrome OS,10700000
Razer,Intel Core i7,8,512,HDD,NVIDIA GTX 1650,17.3,165,75.2,1.44,0,Chrome OS,7400000
Acer,Intel Core i7,16,256,SSD,NVIDIA RTX 3060,15.6,60,31.5,2.27,0,Linux,7200000
Apple,Apple M2,32,512,SSD,Apple GPU,13.3,60,78.0,0.99,1,macOS,58400000
Samsung,AMD Ryzen 5,8,1024,NVMe SSD,NVIDIA RTX 3060,11.6,165,69.5,1.09,0,Windows 10,13000000
Toshiba,Intel Core i5,32,512,HDD,NVIDIA RTX 3070,15.6,144,41.2,1.1,0,Windows 10,12600000
Dell,AMD Ryzen 5,8,512,SSD,NVIDIA RTX 3070,13.3,144,72.4,1.92,0,Windows 10,9000000
Dell,Intel Core i5,16,256,NVMe SSD,NVIDIA RTX 4060,17.3,60,70.0,0.95,0,Chrome OS,9400000
Razer,Intel Core i7,8,1024,SSD,NVIDIA GTX 1650,17.3,60,88.3,2.69,0,Windows 10,11300000
Apple,Apple M2,16,1024,SSD,Apple GPU,11.6,60,33.4,2.05,0,macOS,46000000
Apple,Apple M1,16,1024,NVMe SSD,Apple GPU,16.0,60,39.3,3.01,0,macOS,51400000
Samsung,AMD Ryzen 9,8,512,HDD,NVIDIA RTX 3050,14.0,240,53.3,1.97,0,Linux,9400000
Toshiba,Intel Core i5,8,256,HDD,NVIDIA RTX 3070,17.3,60,48.1,1.79,1,Windows 10,4200000
Asus,AMD Ryzen 7,16,512,NVMe SSD,NVIDIA RTX 3070,14.0,144,70.6,1.52,0,Linux,14400000
Toshiba,AMD Ryzen 5,16,512,SSD,AMD Radeon RX 6600,15.6,60,60.9,2.83,0,Windows 10,8000000
MSI,Intel Core i5,16,2048,HDD,Integrated,17.3,120,62.8,3.16,1,Windows 11,12400000
Razer,AMD Ryzen 9,32,256,HDD,AMD Radeon RX 6600,15.6,90,91.7,1.69,0,Windows 11,26700000
Acer,Intel Core i5,16,512,NVMe SSD,NVIDIA RTX 3050,11.6,165,86.5,1.9,0,Windows 11,9400000
HP,Intel Core i3,16,512,NVMe SSD,NVIDIA RTX 3070,13.3,165,61.2,1.82,0,Windows 10,7800000
HP,AMD Ryzen 3,16,1024,NVMe SSD,NVIDIA RTX 4060,14.0,60,61.6,3.15,0,Linux,11700000
Acer,AMD Ryzen 3,32,512,SSD,NVIDIA GTX 1650,11.6,60,39.8,3.36,1,Chrome OS,5800000
Apple,Apple M2,4,256,SSD,Apple GPU,11.6,60,57.5,2.64,0,macOS,12300000
Lenovo,Intel Core i9,16,512,SSD,NVIDIA RTX 3060,13.3,90,45.8,2.56,0,Chrome OS,13900000
Samsung,AMD Ryzen 3,16,256,SSD,AMD Radeon RX 6600,11.6,120,41.4,3.01,0,Chrome OS,5100000
Asus,AMD Ryzen 5,16,1024,SSD,NVIDIA RTX 4060,17.3,165,48.3,3.3,0,Linux,15000000
Toshiba,AMD Ryzen 3,16,128,HDD,NVIDIA RTX 4060,15.6,120,60.9,1.82,0,Windows 11,4400000
Asus,AMD Ryzen 9,4,1024,SSD,NVIDIA RTX 4060,16.0,165,76.4,1.95,0,Windows 10,14000000
Lenovo,Intel Core i5,16,512,NVMe SSD,NVIDIA RTX 3060,14.0,60,78.2,1.49,0,Windows 11,10400000
Razer,Intel Core i5,16,512,NVMe SSD,NVIDIA GTX 1650,11.6,120,58.5,2.02,1,Windows 11,12500000
Samsung,Intel Core i5,8,128,NVMe SSD,NVIDIA GTX 1650,15.6,240,90.8,1.91,0,Windows 11,4900000
Apple,Apple M1,8,256,NVMe SSD,Apple GPU,15.6,120,69.2,1.33,0,macOS,19900000
Toshiba,Intel Core i5,16,256,NVMe SSD,AMD Radeon RX 6600,14.0,60,98.5,1.09,0,Windows 10,5800000
Samsung,Intel Core i9,16,512,SSD,NVIDIA RTX 4060,16.0,144,64.2,1.94,1,Linux,23800000
HP,Intel Core i5,16,1024,NVMe SSD,NVIDIA RTX 3070,16.0,60,49.8,3.0,0,Chrome OS,12700000
Dell,AMD Ryzen 5,4,128,SSD,AMD Radeon RX 6600,17.3,60,54.4,3.06,1,Windows 11,2600000
Apple,Apple M2,64,2048,SSD,Apple GPU,14.0,60,56.3,2.4,0,macOS,162700000
Asus,AMD Ryzen 7,8,1024,HDD,NVIDIA RTX 3070,15.6,144,32.3,2.24,0,Linux,11100000
Acer,Intel Core i5,8,1024,NVMe SSD,NVIDIA RTX 3050,14.0,144,39.0,2.2,0,Windows 10,7300000
Razer,AMD Ryzen 5,8,128,SSD,NVIDIA RTX 3060,14.0,144,96.8,3.28,0,Linux,5400000
Asus,Intel Core i5,8,256,NVMe SSD,NVIDIA RTX 3060,13.3,120,89.4,3.29,0,Linux,5200000
Apple,Apple M1,8,1024,NVMe SSD,Apple GPU,15.6,120,92.6,3.1,0,macOS,37900000
Dell,AMD Ryzen 3,32,256,NVMe SSD,AMD Radeon RX 6600,15.6,60,46.0,1.89,0,Windows 11,10800000
Lenovo,Intel Core i5,16,256,HDD,NVIDIA RTX 3070,14.0,60,49.5,1.65,1,Chrome OS,6300000
Samsung,AMD Ryzen 7,8,1024,SSD,Integrated,13.3,60,98.7,0.95,0,Linux,6700000
Razer,Intel Core i3,16,512,NVMe SSD,Integrated,17.3,60,83.6,0.94,0,Windows 11,7200000
Apple,Apple M2,4,256,NVMe SSD,Apple GPU,13.3,120,80.4,3.07,0,macOS,16000000
Asus,Intel Core i7,32,512,SSD,NVIDIA RTX 3070,17.3,120,67.2,1.46,0,Windows 10,21400000
Apple,Apple M2,16,2048,SSD,Apple GPU,14.0,60,30.7,3.14,0,macOS,63700000
Lenovo,AMD Ryzen 9,32,512,NVMe SSD,NVIDIA RTX 4060,11.6,60,88.9,2.77,1,Chrome OS,28300000
Razer,Intel Core i3,32,1024,NVMe SSD,Integrated,14.0,60,88.0,2.76,0,Chrome OS,12500000
Acer,AMD Ryzen 9,8,256,NVMe SSD,NVIDIA GTX 1650,13.3,120,86.2,2.28,0,Windows 10,7500000
Asus,Intel Core i5,16,256,SSD,NVIDIA RTX 4060,13.3,60,81.4,1.64,0,Linux,8100000
Acer,AMD Ryzen 9,8,512,NVMe SSD,NVIDIA RTX 3050,11.6,120,39.1,1.81,1,Chrome OS,9300000
Apple,Apple M2,8,256,NVMe SSD,Apple GPU,15.6,240,90.5,1.64,0,macOS,30300000
Razer,AMD Ryzen 9,16,128,NVMe SSD,NVIDIA RTX 3050,15.6,144,78.7,2.41,0,Windows 11,16800000
Razer,Intel Core i5,32,128,HDD,NVIDIA RTX 3050,14.0,120,69.6,1.52,1,Windows 10,9800000
Razer,AMD Ryzen 9,32,1024,SSD,AMD Radeon RX 6600,11.6,144,56.4,3.26,1,Windows 11,46800000
Toshiba,AMD Ryzen 7,16,1024,HDD,NVIDIA GTX 1650,15.6,120,69.4,1.1,0,Linux,9300000
MSI,AMD Ryzen 7,16,1024,SSD,Integrated,13.3,120,30.5,1.37,0,Windows 10,13200000
Samsung,Intel Core i7,8,512,HDD,Integrated,15.6,60,73.4,2.1,0,Linux,4400000
Asus,Intel Core i7,32,512,SSD,NVIDIA RTX 3050,13.3,165,46.2,2.35,1,Linux,20200000
Samsung,AMD Ryzen 5,4,512,HDD,AMD Radeon RX 6600,15.6,120,34.0,1.87,0,Windows 11,4800000
HP,Intel Core i3,16,512,SSD,NVIDIA RTX 3070,17.3,90,89.8,3.32,1,Chrome OS,7600000
Lenovo,AMD Ryzen 5,16,512,HDD,NVIDIA RTX 3060,17.3,90,50.1,2.71,0,Chrome OS,6800000
Razer,Intel Core i7,8,256,SSD,AMD Radeon RX 6600,16.0,144,83.7,3.34,0,Chrome OS,9200000
Asus,Intel Core i9,32,512,NVMe SSD,AMD Radeon RX 6600,17.3,120,64.6,1.38,1,Windows 11,31900000
Apple,Apple M2,16,1024,SSD,Apple GPU,14.0,90,76.2,3.4,0,macOS,54300000
Lenovo,Intel Core i5,16,1024,HDD,Integrated,15.6,60,65.3,2.08,0,Windows 10,6400000
Razer,Intel Core i7,32,1024,HDD,NVIDIA RTX 3050,13.3,60,62.4,2.99,0,Linux,25900000
Lenovo,AMD Ryzen 9,16,512,NVMe SSD,NVIDIA GTX 1650,15.6,60,69.5,2.81,0,Chrome OS,12100000
HP,AMD Ryzen 3,16,512,SSD,NVIDIA GTX 1650,15.6,90,94.9,2.17,1,Linux,6100000
